"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DASF","MDPR","MDSF","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WESD","WT01","WT03","WT04","WT05","WT06","WT11"
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-02-10",,,,,"1.63","15.4","16.0","32","30","32",,,,,,,"    1"
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-02-11",,,,,"0.12","0.9","16.0","32","17","24",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-02-12",,,,,"0.00","0.0","15.0","41","22","28",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-02-13",,,,,"0.09","1.3","15.0","46","21","25",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-02-14",,,,,"0.02","0.9","15.0","36","16","19",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-02-15",,,,,"0.00","0.0","15.0","31","11","18",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-02-16",,,,,"0.00","0.0","15.0","34","10","25",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-02-17",,,,,"0.00","0.0","15.0","44","14","22",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-02-18",,,,,"0.00","0.0","15.0","34","22","29",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-02-19",,,,,"0.08","0.0","14.0","38","29","35",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-02-20",,,,,"0.14","0.0","13.0","36","33","33",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-02-21",,,,,"0.00","0.0","12.0","38","33","35",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-02-22",,,,,"0.00","0.0","11.0","36","31","35",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-02-23",,,,,"0.00","0.0","11.0","38","33","34",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-02-24",,,,,"0.32","0.5","11.0","37","32","32",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-02-25",,,,,"1.62","16.0","27.0","32","26","27",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-02-26",,,,,"0.49","5.5","32.0","32","26","28",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-02-27",,,,,"0.12","1.2","33.0","32","23","24",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-02-28",,,,,"0.01","0.1","33.0","30","24","24",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-03-01",,,,,"0.00","0.0","32.0","30","21","26",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-03-02",,,,,"0.00","0.0","31.0","32","26","31",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-03-03",,,,,"0.30","3.7","33.0","36","29","30",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-03-04",,,,,"0.19","2.0","35.0","37","30","37",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-03-05",,,,,"0.00","0.0","32.0","48","14","19",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-03-06",,,,,"0.00","0.0","32.0","34","8","18",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-03-07",,,,,"0.00","0.0","31.0","39","18","22",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-03-08",,,,,"0.00","0.0","31.0","30","16","25",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-03-09",,,,,"0.00","0.0","30.0","35","15","28",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-03-10",,,,,"0.00","0.0","29.0","42","22","28",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-03-11",,,,,"0.00","0.0","28.0","44","21","28",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-03-12",,,,,"0.03","0.3","28.0","43","20","23",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-03-13",,,,,"0.00","0.0","27.0","47","23","33",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-03-14",,,,,"0.00","0.0","25.0","46","31","36",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-03-15",,,,,"0.00","0.0","24.0","45","31","34",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-03-16",,,,,"0.00","0.0","22.0","46","28","31",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-03-17",,,,,"0.00","0.0","20.0","46","22","32",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-03-18",,,,,"0.00","0.0","17.0","51","32","39",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-03-19",,,,,"0.00","0.0","14.0","53","37","38",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-03-20",,,,,"0.16","0.0","12.0","40","34","35",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-03-21",,,,,"0.00","0.0","9.0","40","34","40",,"    1",,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-03-22",,,,,"0.28","0.0","7.0","48","31","37",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-03-23",,,,,"0.00","0.0","5.0","48","30","41",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-03-24",,,,,"0.00","0.0","2.0","58","27","42",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-03-25",,,,,"0.57","0.0","0.0","55","39","43",,,"    1",,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-03-26",,,,,"0.60","0.0","0.0","55","43","44",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-03-27",,,,,"0.00","0.0","0.0","47","34","38",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-03-28",,,,,"0.00","0.0","0.0","46","26","36",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-03-29",,,,,"0.00","0.0","0.0","50","31","48",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-03-30",,,,,"0.28","2.0","2.0","61","25","32",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-03-31",,,,,"0.00","0.0","0.0","40","23","29",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-04-01",,,,,"0.00","0.0","0.0","37","16","28",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-04-02",,,,,"0.01","0.0","0.0","48","28","48",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-04-03",,,,,"0.08","0.0","0.0","53","26","35",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-04-04",,,,,"0.00","0.0","0.0","52","30","43",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-04-05",,,,,"0.28","0.0","0.0","65","42","51",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-04-06",,,,,"1.38","0.0","0.0","63","38","38",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-04-07",,,,,"0.00","0.0","0.0","50","28","45",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-04-08",,,,,"0.00","0.0","0.0","66","44","48",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-04-09",,,,,"0.00","0.0","0.0","56","28","47",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-04-10",,,,,"0.00","0.0","0.0","62","46","58",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-04-11",,,,,"0.06","0.0","0.0","67","44","51",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-04-12",,,,,"0.00","0.0","0.0","63","28","48",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-04-13",,,,,"0.00","0.0","0.0","56","28","52",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-04-14",,,,,"0.00","0.0","0.0","64","37","51",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-04-15",,,,,"0.00","0.0","0.0","78","39","62",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-04-16",,,,,"0.00","0.0","0.0","78","52","58",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-04-17",,,,,"0.19","0.0","0.0","71","56","63",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-04-18",,,,,"0.00","0.0","0.0","79","54","64",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-04-19",,,,,"1.38","0.0","0.0","76","38","38",,,"    1",,"    1",,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-04-20",,,,,"0.52","0.3","0.0","42","34","42",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-04-21",,,,,"0.00","0.0","0.0","49","27","47",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-04-22",,,,,"0.00","0.0","0.0","63","38","52",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-04-23",,,,,"0.88","0.0","0.0","55","44","48",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-04-24",,,,,"0.00","0.0","0.0","63","42","42",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-04-25",,,,,"0.28","0.0","0.0","49","36","49",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-04-26",,,,,"0.00","0.0","0.0","67","37","59",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-04-27",,,,,"0.00","0.0","0.0","72","42","51",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-04-28",,,,,"0.00","0.0","0.0","78","51","65",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-04-29",,,,,"0.00","0.0","0.0","87","54","61",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-04-30",,,,,"0.00","0.0","0.0","72","43","48",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-05-01",,,,,"0.00","0.0","0.0","59","38","49",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-05-02",,,,,"0.00","0.0","0.0","63","34","52",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-05-03",,,,,"0.00","0.0","0.0","64","47","58",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-05-04",,,,,"0.00","0.0","0.0","80","50","60",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-05-05",,,,,"0.00","0.0","0.0","76","44","57",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-05-06",,,,,"0.00","0.0","0.0","66","38","51",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-05-07",,,,,"0.00","0.0","0.0","65","37","53",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-05-08",,,,,"0.00","0.0","0.0","60","44","52",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-05-09",,,,,"0.12","0.0","0.0","61","57","61",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-05-10",,,,,"0.24","0.0","0.0","64","52","55",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-05-11",,,,,"0.00","0.0","0.0","66","43","55",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-05-12",,,,,"0.15","0.0","0.0","69","37","53",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-05-13",,,,,"0.00","0.0","0.0","65","38","52",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-05-14",,,,,"0.00","0.0","0.0","67","43","51",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-05-15",,,,,"0.13","0.0","0.0","64","43","54",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-05-16",,,,,"0.00","0.0","0.0","70","46","59",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-05-17",,,,,"0.00","0.0","0.0","80","53","63",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-05-18",,,,,"0.00","0.0","0.0","91","60","67",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-05-19",,,,,"0.00","0.0","0.0","82","47","66",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-05-20",,,,,"0.28","0.0","0.0","76","64","65",,,"    1",,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-05-21",,,,,"1.59","0.0","0.0","66","51","59",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-05-22",,,,,"0.00","0.0","0.0","70","44","55",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-05-23",,,,,"0.00","0.0","0.0","62","46","51",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-05-24",,,,,"0.00","0.0","0.0","66","47","54",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-05-25",,,,,"0.01","0.0","0.0","61","44","51",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-05-26",,,,,"0.05","0.0","0.0","77","51","52",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-05-27",,,,,"0.00","0.0","0.0","68","34","52",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-05-28",,,,,"0.00","0.0","0.0","72","48","56",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-05-29",,,,,"0.02","0.0","0.0","81","55","73",,,"    1",,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-05-30",,,,,"0.25","0.0","0.0","85","60","66",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-05-31",,,,,"0.00","0.0","0.0","72","50","67",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-06-01",,,,,"0.00","0.0","0.0","84","50","67",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-06-02",,,,,"0.00","0.0","0.0","77","57","65",,"    1",,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-06-03",,,,,"0.01","0.0","0.0","84","65","70",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-06-04",,,,,"0.00","0.0","0.0","81","53","63",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-06-05",,,,,"0.00","0.0","0.0","74","47","63",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-06-06",,,,,"0.00","0.0","0.0","77","49","66",,,"    1",,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-06-07",,,,,"0.12","0.0","0.0","85","57","65",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-06-08",,,,,"0.00","0.0","0.0","81","54","66",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-06-09",,,,,"0.08","0.0","0.0","85","57","66",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-06-10",,,,,"0.00","0.0","0.0","81","50","69",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-06-11",,,,,"0.00","0.0","0.0","83","49","70",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-06-12",,,,,"0.00","0.0","0.0","84","58","66",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-06-13",,,,,"0.00","0.0","0.0","91","65","75",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-06-14",,,,,"0.00","0.0","0.0","95","68","74",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-06-15",,,,,"0.00","0.0","0.0","87","71","73",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-06-16",,,,,"0.07","0.0","0.0","82","69","70",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-06-17",,,,,"0.02","0.0","0.0","76","53","68",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-06-18",,,,,"0.00","0.0","0.0","77","58","63",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-06-19",,,,,"0.04","0.0","0.0","78","60","61",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-06-20",,,,,"0.00","0.0","0.0","75","61","72",,,"    1",,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-06-21",,,,,"0.52","0.0","0.0","92","59","60",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-06-22",,,,,"0.00","0.0","0.0","72","47","64",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-06-23",,,,,"0.00","0.0","0.0","75","52","61",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-06-24",,,,,"0.19","0.0","0.0","65","56","58",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-06-25",,,,,"0.00","0.0","0.0","64","56","60",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-06-26",,,,,"0.00","0.0","0.0","74","58","69",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-06-27",,,,,"0.00","0.0","0.0","85","65","71",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-06-28",,,,,"0.00","0.0","0.0","100","70","78",,,"    1",,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-06-29",,,,,"0.13","0.0","0.0","98","66","78",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-06-30",,,,,"0.00","0.0","0.0","90","62","76",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-07-01",,,,,"0.00","0.0","0.0","91","70","74",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-07-02",,,,,"0.00","0.0","0.0","88","57","67",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-07-03",,,,,"0.00","0.0","0.0","80","58","70",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-07-04",,,,,"0.00","0.0","0.0","85","55","69",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-07-05",,,,,"0.05","0.0","0.0","83","64","66",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-07-06",,,,,"0.00","0.0","0.0","87","66","70",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-07-07",,,,,"0.00","0.0","0.0","77","56","60",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-07-08",,,,,"0.00","0.0","0.0","75","52","66",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-07-09",,,,,"0.00","0.0","0.0","81","51","67",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-07-10",,,,,"0.00","0.0","0.0","81","56","67",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-07-11",,,,,"0.00","0.0","0.0","86","66","69",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-07-12",,,,,"0.00","0.0","0.0","82","65","70",,,"    1",,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-07-13",,,,,"0.32","0.0","0.0","79","62","62",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-07-14",,,,,"0.77","0.0","0.0","64","61","64",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-07-15",,,,,"0.01","0.0","0.0","80","56","72",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-07-16",,,,,"0.00","0.0","0.0","93","66","77",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-07-17",,,,,"0.00","0.0","0.0","98","71","77",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-07-18",,,,,"0.00","0.0","0.0","97","76","81",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-07-19",,,,,"0.00","0.0","0.0","95","70","75",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-07-20",,,,,"0.00","0.0","0.0","83","66","70",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-07-21",,,,,"0.18","0.0","0.0","84","62","62",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-07-22",,,,,"0.00","0.0","0.0","70","61","63",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-07-23",,,,,"0.00","0.0","0.0","81","59","64",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-07-24",,,,,"0.00","0.0","0.0","77","58","66",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-07-25",,,,,"0.00","0.0","0.0","73","62","63",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-07-26",,,,,"0.00","0.0","0.0","75","59","64",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-07-27",,,,,"0.00","0.0","0.0","69","62","63",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-07-28",,,,,"0.33","0.0","0.0","72","63","71",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-07-29",,,,,"0.28","0.0","0.0","85","71","74",,,"    1",,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-07-30",,,,,"0.77","0.0","0.0","80","72","74",,,"    1",,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-07-31",,,,,"0.30","0.0","0.0","85","67","72",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-08-01",,,,,"0.00","0.0","0.0","91","66","70",,"    1",,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-08-02",,,,,"0.72","0.0","0.0","92","68","71",,,"    1",,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-08-03",,,,,"0.00","0.0","0.0","92","70","76",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-08-04",,,,,"0.27","0.0","0.0","93","72","72",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-08-05",,,,,"0.41","0.0","0.0","85","67","73",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-08-06",,,,,"0.10","0.0","0.0","87","67","69",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-08-07",,,,,"0.11","0.0","0.0","83","60","70",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-08-08",,,,,"0.00","0.0","0.0","88","67","75",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-08-09",,,,,"0.25","0.0","0.0","91","65","71",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-08-10",,,,,"0.26","0.0","0.0","89","68","68",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-08-11",,,,,"0.10","0.0","0.0","82","62","68",,,,,,,
"USC00193890","JAMAICA PLAIN, MA US","42.30298","-71.12415","29.0","1969-08-12",,,,,"0.00","0.0","0.0","86","58","70",,,,,,,
